filename,food_type,count,level
NIST_POS_Samp_07-01.mzXML,11442.G72643,29,0
NIST_POS_Samp_07-01.mzXML,11442.G72644,14,0
NIST_POS_Samp_07-01.mzXML,11442.G72645,12,0
NIST_POS_Samp_07-01.mzXML,11442.G72646,15,0
NIST_POS_Samp_07-01.mzXML,11442.G72647,7,0
NIST_POS_Samp_07-01.mzXML,11442.G72648,7,0
NIST_POS_Samp_07-01.mzXML,11442.G72649,9,0
NIST_POS_Samp_07-01.mzXML,11442.G72650,3,0
NIST_POS_Samp_07-01.mzXML,11442.G72651,6,0
NIST_POS_Samp_07-01.mzXML,11442.G72652,9,0
NIST_POS_Samp_07-01.mzXML,11442.G72653,9,0
NIST_POS_Samp_07-01.mzXML,11442.G72654,17,0
NIST_POS_Samp_07-01.mzXML,11442.G72655,40,0
NIST_POS_Samp_07-01.mzXML,11442.G72656,20,0
NIST_POS_Samp_07-01.mzXML,11442.G72659,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72660,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72661,7,0
NIST_POS_Samp_07-01.mzXML,11442.G72662,6,0
NIST_POS_Samp_07-01.mzXML,11442.G72664,8,0
NIST_POS_Samp_07-01.mzXML,11442.G72667,4,0
NIST_POS_Samp_07-01.mzXML,11442.G72668,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72670,6,0
NIST_POS_Samp_07-01.mzXML,11442.G72676,27,0
NIST_POS_Samp_07-01.mzXML,11442.G72677,13,0
NIST_POS_Samp_07-01.mzXML,11442.G72679,14,0
NIST_POS_Samp_07-01.mzXML,11442.G72680,6,0
NIST_POS_Samp_07-01.mzXML,11442.G72683,17,0
NIST_POS_Samp_07-01.mzXML,11442.G72684,12,0
NIST_POS_Samp_07-01.mzXML,11442.G72686,15,0
NIST_POS_Samp_07-01.mzXML,11442.G72703,10,0
NIST_POS_Samp_07-01.mzXML,11442.G72704,9,0
NIST_POS_Samp_07-01.mzXML,11442.G72705,7,0
NIST_POS_Samp_07-01.mzXML,11442.G72706,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72709,8,0
NIST_POS_Samp_07-01.mzXML,11442.G72712,14,0
NIST_POS_Samp_07-01.mzXML,11442.G72713,13,0
NIST_POS_Samp_07-01.mzXML,11442.G72714,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72715,18,0
NIST_POS_Samp_07-01.mzXML,11442.G72716,12,0
NIST_POS_Samp_07-01.mzXML,11442.G72720,18,0
NIST_POS_Samp_07-01.mzXML,11442.G72721,49,0
NIST_POS_Samp_07-01.mzXML,11442.G72722,4,0
NIST_POS_Samp_07-01.mzXML,11442.G72723,20,0
NIST_POS_Samp_07-01.mzXML,11442.G72724,11,0
NIST_POS_Samp_07-01.mzXML,11442.G72727,32,0
NIST_POS_Samp_07-01.mzXML,11442.G72728,11,0
NIST_POS_Samp_07-01.mzXML,11442.G72729,8,0
NIST_POS_Samp_07-01.mzXML,11442.G72730,8,0
NIST_POS_Samp_07-01.mzXML,11442.G72731,11,0
NIST_POS_Samp_07-01.mzXML,11442.G72733,20,0
NIST_POS_Samp_07-01.mzXML,11442.G72734,25,0
NIST_POS_Samp_07-01.mzXML,11442.G72735,8,0
NIST_POS_Samp_07-01.mzXML,11442.G72739,8,0
NIST_POS_Samp_07-01.mzXML,11442.G72743,6,0
NIST_POS_Samp_07-01.mzXML,11442.G72744,8,0
NIST_POS_Samp_07-01.mzXML,11442.G72748,26,0
NIST_POS_Samp_07-01.mzXML,11442.G72749,16,0
NIST_POS_Samp_07-01.mzXML,11442.G72754,18,0
NIST_POS_Samp_07-01.mzXML,11442.G72756,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72757,12,0
NIST_POS_Samp_07-01.mzXML,11442.G72760,16,0
NIST_POS_Samp_07-01.mzXML,11442.G72761,9,0
NIST_POS_Samp_07-01.mzXML,11442.G72762,13,0
NIST_POS_Samp_07-01.mzXML,11442.G72763,12,0
NIST_POS_Samp_07-01.mzXML,11442.G72764,18,0
NIST_POS_Samp_07-01.mzXML,11442.G72765,6,0
NIST_POS_Samp_07-01.mzXML,11442.G72766,9,0
NIST_POS_Samp_07-01.mzXML,11442.G72767,17,0
NIST_POS_Samp_07-01.mzXML,11442.G72769,11,0
NIST_POS_Samp_07-01.mzXML,11442.G72770,32,0
NIST_POS_Samp_07-01.mzXML,11442.G72771,17,0
NIST_POS_Samp_07-01.mzXML,11442.G72773,11,0
NIST_POS_Samp_07-01.mzXML,11442.G72776,4,0
NIST_POS_Samp_07-01.mzXML,11442.G72777,10,0
NIST_POS_Samp_07-01.mzXML,11442.G72778,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72780,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72781,4,0
NIST_POS_Samp_07-01.mzXML,11442.G72782,4,0
NIST_POS_Samp_07-01.mzXML,11442.G72783,3,0
NIST_POS_Samp_07-01.mzXML,11442.G72784,9,0
NIST_POS_Samp_07-01.mzXML,11442.G72785,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72786,14,0
NIST_POS_Samp_07-01.mzXML,11442.G72789,9,0
NIST_POS_Samp_07-01.mzXML,11442.G72791,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72792,20,0
NIST_POS_Samp_07-01.mzXML,11442.G72793,14,0
NIST_POS_Samp_07-01.mzXML,11442.G72794,16,0
NIST_POS_Samp_07-01.mzXML,11442.G72795,20,0
NIST_POS_Samp_07-01.mzXML,11442.G72796,7,0
NIST_POS_Samp_07-01.mzXML,11442.G72797,13,0
NIST_POS_Samp_07-01.mzXML,11442.G72807,17,0
NIST_POS_Samp_07-01.mzXML,11442.G72808,10,0
NIST_POS_Samp_07-01.mzXML,11442.G72809,3,0
NIST_POS_Samp_07-01.mzXML,11442.G72810,4,0
NIST_POS_Samp_07-01.mzXML,11442.G72811,6,0
NIST_POS_Samp_07-01.mzXML,11442.G72812,7,0
NIST_POS_Samp_07-01.mzXML,11442.G72814,8,0
NIST_POS_Samp_07-01.mzXML,11442.G72817,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72818,23,0
NIST_POS_Samp_07-01.mzXML,11442.G72824,4,0
NIST_POS_Samp_07-01.mzXML,11442.G72828,11,0
NIST_POS_Samp_07-01.mzXML,11442.G72829,4,0
NIST_POS_Samp_07-01.mzXML,11442.G72830,8,0
NIST_POS_Samp_07-01.mzXML,11442.G72831,49,0
NIST_POS_Samp_07-01.mzXML,11442.G72833,8,0
NIST_POS_Samp_07-01.mzXML,11442.G72836,15,0
NIST_POS_Samp_07-01.mzXML,11442.G72837,12,0
NIST_POS_Samp_07-01.mzXML,11442.G72839,4,0
NIST_POS_Samp_07-01.mzXML,11442.G72841,11,0
NIST_POS_Samp_07-01.mzXML,11442.G73454,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73456,12,0
NIST_POS_Samp_07-01.mzXML,11442.G73463,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73464,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73465,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73466,38,0
NIST_POS_Samp_07-01.mzXML,11442.G73467,20,0
NIST_POS_Samp_07-01.mzXML,11442.G73468,22,0
NIST_POS_Samp_07-01.mzXML,11442.G73469,30,0
NIST_POS_Samp_07-01.mzXML,11442.G73470,8,0
NIST_POS_Samp_07-01.mzXML,11442.G73471,11,0
NIST_POS_Samp_07-01.mzXML,11442.G73472,16,0
NIST_POS_Samp_07-01.mzXML,11442.G73474,4,0
NIST_POS_Samp_07-01.mzXML,11442.G73476,10,0
NIST_POS_Samp_07-01.mzXML,11442.G73477,15,0
NIST_POS_Samp_07-01.mzXML,11442.G73478,15,0
NIST_POS_Samp_07-01.mzXML,11442.G73482,2,0
NIST_POS_Samp_07-01.mzXML,11442.G73484,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73485,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73486,17,0
NIST_POS_Samp_07-01.mzXML,11442.G73488,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73492,15,0
NIST_POS_Samp_07-01.mzXML,11442.G73493,2,0
NIST_POS_Samp_07-01.mzXML,11442.G73494,12,0
NIST_POS_Samp_07-01.mzXML,11442.G73495,2,0
NIST_POS_Samp_07-01.mzXML,11442.G73496,26,0
NIST_POS_Samp_07-01.mzXML,11442.G73497,4,0
NIST_POS_Samp_07-01.mzXML,11442.G73498,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73499,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73502,11,0
NIST_POS_Samp_07-01.mzXML,11442.G73503,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73504,3,0
NIST_POS_Samp_07-01.mzXML,11442.G73505,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73507,3,0
NIST_POS_Samp_07-01.mzXML,11442.G73510,14,0
NIST_POS_Samp_07-01.mzXML,11442.G73511,3,0
NIST_POS_Samp_07-01.mzXML,11442.G73514,9,0
NIST_POS_Samp_07-01.mzXML,11442.G73515,10,0
NIST_POS_Samp_07-01.mzXML,11442.G73516,2,0
NIST_POS_Samp_07-01.mzXML,11442.G73519,19,0
NIST_POS_Samp_07-01.mzXML,11442.G73520,10,0
NIST_POS_Samp_07-01.mzXML,11442.G73522,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73523,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73524,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73525,3,0
NIST_POS_Samp_07-01.mzXML,11442.G73529,16,0
NIST_POS_Samp_07-01.mzXML,11442.G73530,21,0
NIST_POS_Samp_07-01.mzXML,11442.G73532,2,0
NIST_POS_Samp_07-01.mzXML,11442.G73634,13,0
NIST_POS_Samp_07-01.mzXML,11442.G73636,8,0
NIST_POS_Samp_07-01.mzXML,11442.G73637,15,0
NIST_POS_Samp_07-01.mzXML,11442.G73638,10,0
NIST_POS_Samp_07-01.mzXML,11442.G73641,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73642,87,0
NIST_POS_Samp_07-01.mzXML,11442.G73643,10,0
NIST_POS_Samp_07-01.mzXML,11442.G73648,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73649,10,0
NIST_POS_Samp_07-01.mzXML,11442.G73651,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73652,28,0
NIST_POS_Samp_07-01.mzXML,11442.G73656,9,0
NIST_POS_Samp_07-01.mzXML,11442.G73657,12,0
NIST_POS_Samp_07-01.mzXML,11442.G73658,4,0
NIST_POS_Samp_07-01.mzXML,11442.G73659,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73660,8,0
NIST_POS_Samp_07-01.mzXML,11442.G73661,4,0
NIST_POS_Samp_07-01.mzXML,11442.G73662,9,0
NIST_POS_Samp_07-01.mzXML,11442.G73663,11,0
NIST_POS_Samp_07-01.mzXML,11442.G73664,12,0
NIST_POS_Samp_07-01.mzXML,11442.G73665,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73666,9,0
NIST_POS_Samp_07-01.mzXML,11442.G73667,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73668,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73669,9,0
NIST_POS_Samp_07-01.mzXML,11442.G73670,18,0
NIST_POS_Samp_07-01.mzXML,11442.G73671,16,0
NIST_POS_Samp_07-01.mzXML,11442.G73672,28,0
NIST_POS_Samp_07-01.mzXML,11442.G73673,19,0
NIST_POS_Samp_07-01.mzXML,11442.G73674,15,0
NIST_POS_Samp_07-01.mzXML,11442.G73675,12,0
NIST_POS_Samp_07-01.mzXML,11442.G73676,20,0
NIST_POS_Samp_07-01.mzXML,11442.G73677,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73678,13,0
NIST_POS_Samp_07-01.mzXML,11442.G73679,17,0
NIST_POS_Samp_07-01.mzXML,11442.G73680,25,0
NIST_POS_Samp_07-01.mzXML,11442.G73681,11,0
NIST_POS_Samp_07-01.mzXML,11442.G73683,17,0
NIST_POS_Samp_07-01.mzXML,11442.G73684,32,0
NIST_POS_Samp_07-01.mzXML,11442.G73685,26,0
NIST_POS_Samp_07-01.mzXML,11442.G73686,14,0
NIST_POS_Samp_07-01.mzXML,11442.G73687,9,0
NIST_POS_Samp_07-01.mzXML,11442.G73688,16,0
NIST_POS_Samp_07-01.mzXML,11442.G73689,9,0
NIST_POS_Samp_07-01.mzXML,11442.G73690,9,0
NIST_POS_Samp_07-01.mzXML,11442.G73692,54,0
NIST_POS_Samp_07-01.mzXML,11442.G73693,65,0
NIST_POS_Samp_07-01.mzXML,11442.G73694,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73696,4,0
NIST_POS_Samp_07-01.mzXML,11442.G73697,18,0
NIST_POS_Samp_07-01.mzXML,11442.G73698,8,0
NIST_POS_Samp_07-01.mzXML,11442.G73699,21,0
NIST_POS_Samp_07-01.mzXML,11442.G73702,23,0
NIST_POS_Samp_07-01.mzXML,11442.G73703,17,0
NIST_POS_Samp_07-01.mzXML,11442.G73704,14,0
NIST_POS_Samp_07-01.mzXML,11442.G73705,37,0
NIST_POS_Samp_07-01.mzXML,11442.G73706,21,0
NIST_POS_Samp_07-01.mzXML,11442.G73707,4,0
NIST_POS_Samp_07-01.mzXML,11442.G73712,20,0
NIST_POS_Samp_07-01.mzXML,11442.G73713,8,0
NIST_POS_Samp_07-01.mzXML,11442.G73715,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73716,15,0
NIST_POS_Samp_07-01.mzXML,11442.G73724,8,0
NIST_POS_Samp_07-01.mzXML,11442.G73726,14,0
NIST_POS_Samp_07-01.mzXML,11442.G73727,8,0
NIST_POS_Samp_07-01.mzXML,11442.G73728,18,0
NIST_POS_Samp_07-01.mzXML,11442.G73731,14,0
NIST_POS_Samp_07-01.mzXML,11442.G73732,8,0
NIST_POS_Samp_07-01.mzXML,11442.G73733,23,0
NIST_POS_Samp_07-01.mzXML,11442.G73938,4,0
NIST_POS_Samp_07-01.mzXML,11442.G73939,20,0
NIST_POS_Samp_07-01.mzXML,11442.G73957,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73958,8,0
NIST_POS_Samp_07-01.mzXML,11442.G73959,23,0
NIST_POS_Samp_07-01.mzXML,11442.G73960,26,0
NIST_POS_Samp_07-01.mzXML,11442.G73964,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73965,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73970,11,0
NIST_POS_Samp_07-01.mzXML,11442.G73971,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73972,25,0
NIST_POS_Samp_07-01.mzXML,11442.G73973,11,0
NIST_POS_Samp_07-01.mzXML,11442.G73974,11,0
NIST_POS_Samp_07-01.mzXML,11442.G73975,12,0
NIST_POS_Samp_07-01.mzXML,11442.G73976,56,0
NIST_POS_Samp_07-01.mzXML,11442.G73977,31,0
NIST_POS_Samp_07-01.mzXML,11442.G73978,10,0
NIST_POS_Samp_07-01.mzXML,11442.G73979,48,0
NIST_POS_Samp_07-01.mzXML,11442.G73983,8,0
NIST_POS_Samp_07-01.mzXML,11442.G73984,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73986,8,0
NIST_POS_Samp_07-01.mzXML,11442.G73987,4,0
NIST_POS_Samp_07-01.mzXML,11442.G73988,14,0
NIST_POS_Samp_07-01.mzXML,11442.G73992,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73993,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73994,4,0
NIST_POS_Samp_07-01.mzXML,11442.G73995,20,0
NIST_POS_Samp_07-01.mzXML,11442.G73997,14,0
NIST_POS_Samp_07-01.mzXML,11442.G73998,11,0
NIST_POS_Samp_07-01.mzXML,11442.G73999,10,0
NIST_POS_Samp_07-01.mzXML,11442.G74001,5,0
NIST_POS_Samp_07-01.mzXML,11442.G74002,5,0
NIST_POS_Samp_07-01.mzXML,11442.G74005,9,0
NIST_POS_Samp_07-01.mzXML,11442.G74006,37,0
NIST_POS_Samp_07-01.mzXML,11442.G74007,11,0
NIST_POS_Samp_07-01.mzXML,11442.G74008,21,0
NIST_POS_Samp_07-01.mzXML,11442.G74012,8,0
NIST_POS_Samp_07-01.mzXML,11442.G74013,8,0
NIST_POS_Samp_07-01.mzXML,11442.G74014,3,0
NIST_POS_Samp_07-01.mzXML,11442.G74017,8,0
NIST_POS_Samp_07-01.mzXML,11442.G74019,12,0
NIST_POS_Samp_07-01.mzXML,11442.G74020,8,0
NIST_POS_Samp_07-01.mzXML,11442.G74022,6,0
NIST_POS_Samp_07-01.mzXML,11442.G74023,10,0
NIST_POS_Samp_07-01.mzXML,11442.G74024,10,0
NIST_POS_Samp_07-01.mzXML,11442.G74025,19,0
NIST_POS_Samp_07-01.mzXML,11442.G74026,17,0
NIST_POS_Samp_07-01.mzXML,11442.G74029,17,0
NIST_POS_Samp_07-01.mzXML,11442.G74030,9,0
NIST_POS_Samp_07-01.mzXML,11442.G74031,8,0
NIST_POS_Samp_07-01.mzXML,11442.G74032,9,0
NIST_POS_Samp_07-01.mzXML,11442.G74033,3,0
NIST_POS_Samp_07-01.mzXML,11442.G74034,3,0
NIST_POS_Samp_07-01.mzXML,11442.G74036,11,0
NIST_POS_Samp_07-01.mzXML,11442.G74045,12,0
NIST_POS_Samp_07-01.mzXML,11442.G74051,3,0
NIST_POS_Samp_07-01.mzXML,11442.G74054,13,0
NIST_POS_Samp_07-01.mzXML,11442.G74057,4,0
NIST_POS_Samp_07-01.mzXML,11442.G74058,40,0
NIST_POS_Samp_07-01.mzXML,11442.G74059,22,0
NIST_POS_Samp_07-01.mzXML,11442.G74060,5,0
NIST_POS_Samp_07-01.mzXML,11442.G74061,32,0
NIST_POS_Samp_07-01.mzXML,11442.G74062,14,0
NIST_POS_Samp_07-01.mzXML,11442.G74064,4,0
NIST_POS_Samp_07-01.mzXML,11442.G74066,44,0
NIST_POS_Samp_07-01.mzXML,11442.G74072,7,0
NIST_POS_Samp_07-01.mzXML,11442.G74074,14,0
NIST_POS_Samp_07-01.mzXML,11442.G74076,17,0
NIST_POS_Samp_07-01.mzXML,11442.G74077,2,0
NIST_POS_Samp_07-01.mzXML,11442.G74078,2,0
NIST_POS_Samp_07-01.mzXML,11442.G74079,4,0
NIST_POS_Samp_07-01.mzXML,11442.G74080,6,0
NIST_POS_Samp_07-01.mzXML,11442.G74081,3,0
NIST_POS_Samp_07-01.mzXML,11442.G74082,4,0
NIST_POS_Samp_07-01.mzXML,11442.G74083,3,0
NIST_POS_Samp_07-01.mzXML,11442.G74084,10,0
NIST_POS_Samp_07-01.mzXML,11442.G74085,5,0
NIST_POS_Samp_07-01.mzXML,11442.G74086,8,0
NIST_POS_Samp_07-01.mzXML,11442.G74087,9,0
NIST_POS_Samp_07-01.mzXML,11442.G74089,7,0
NIST_POS_Samp_07-01.mzXML,11442.G74090,10,0
NIST_POS_Samp_07-01.mzXML,11442.G74091,4,0
NIST_POS_Samp_07-01.mzXML,11442.G74092,8,0
NIST_POS_Samp_07-01.mzXML,11442.G74093,2,0
NIST_POS_Samp_07-01.mzXML,11442.G74094,8,0
NIST_POS_Samp_07-01.mzXML,11442.G74095,17,0
NIST_POS_Samp_07-01.mzXML,11442.G74096,15,0
NIST_POS_Samp_07-01.mzXML,11442.G74097,34,0
NIST_POS_Samp_07-01.mzXML,11442.G74098,28,0
NIST_POS_Samp_07-01.mzXML,11442.G74099,19,0
NIST_POS_Samp_07-01.mzXML,11442.G74111,8,0
NIST_POS_Samp_07-01.mzXML,11442.G74116,13,0
NIST_POS_Samp_07-01.mzXML,11442.G74117,18,0
NIST_POS_Samp_07-01.mzXML,11442.G74119,10,0
NIST_POS_Samp_07-01.mzXML,11442.G74120,8,0
NIST_POS_Samp_07-01.mzXML,11442.G74123,14,0
NIST_POS_Samp_07-01.mzXML,11442.G74124,17,0
NIST_POS_Samp_07-01.mzXML,11442.G74125,13,0
NIST_POS_Samp_07-01.mzXML,11442.G75068,13,0
NIST_POS_Samp_07-01.mzXML,11442.G75073,19,0
NIST_POS_Samp_07-01.mzXML,11442.G75074,15,0
NIST_POS_Samp_07-01.mzXML,11442.G75075,20,0
NIST_POS_Samp_07-01.mzXML,11442.G75076,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75078,13,0
NIST_POS_Samp_07-01.mzXML,11442.G75080,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75090,13,0
NIST_POS_Samp_07-01.mzXML,11442.G75096,22,0
NIST_POS_Samp_07-01.mzXML,11442.G75099,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75110,13,0
NIST_POS_Samp_07-01.mzXML,11442.G75111,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75113,15,0
NIST_POS_Samp_07-01.mzXML,11442.G75115,9,0
NIST_POS_Samp_07-01.mzXML,11442.G75119,17,0
NIST_POS_Samp_07-01.mzXML,11442.G75120,19,0
NIST_POS_Samp_07-01.mzXML,11442.G75121,29,0
NIST_POS_Samp_07-01.mzXML,11442.G75122,12,0
NIST_POS_Samp_07-01.mzXML,11442.G75123,15,0
NIST_POS_Samp_07-01.mzXML,11442.G75124,9,0
NIST_POS_Samp_07-01.mzXML,11442.G75136,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75148,16,0
NIST_POS_Samp_07-01.mzXML,11442.G75151,18,0
NIST_POS_Samp_07-01.mzXML,11442.G75152,19,0
NIST_POS_Samp_07-01.mzXML,11442.G75153,25,0
NIST_POS_Samp_07-01.mzXML,11442.G75154,22,0
NIST_POS_Samp_07-01.mzXML,11442.G75155,27,0
NIST_POS_Samp_07-01.mzXML,11442.G75156,22,0
NIST_POS_Samp_07-01.mzXML,11442.G75157,18,0
NIST_POS_Samp_07-01.mzXML,11442.G75158,31,0
NIST_POS_Samp_07-01.mzXML,11442.G75161,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75164,26,0
NIST_POS_Samp_07-01.mzXML,11442.G75165,16,0
NIST_POS_Samp_07-01.mzXML,11442.G75218,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75219,12,0
NIST_POS_Samp_07-01.mzXML,11442.G75220,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75221,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75226,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75229,25,0
NIST_POS_Samp_07-01.mzXML,11442.G75230,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75231,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75235,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75236,17,0
NIST_POS_Samp_07-01.mzXML,11442.G75237,15,0
NIST_POS_Samp_07-01.mzXML,11442.G75238,3,0
NIST_POS_Samp_07-01.mzXML,11442.G75239,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75240,16,0
NIST_POS_Samp_07-01.mzXML,11442.G75241,14,0
NIST_POS_Samp_07-01.mzXML,11442.G75242,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75244,20,0
NIST_POS_Samp_07-01.mzXML,11442.G75248,22,0
NIST_POS_Samp_07-01.mzXML,11442.G75249,29,0
NIST_POS_Samp_07-01.mzXML,11442.G75250,20,0
NIST_POS_Samp_07-01.mzXML,11442.G75251,36,0
NIST_POS_Samp_07-01.mzXML,11442.G75253,19,0
NIST_POS_Samp_07-01.mzXML,11442.G75254,13,0
NIST_POS_Samp_07-01.mzXML,11442.G75255,14,0
NIST_POS_Samp_07-01.mzXML,11442.G75256,13,0
NIST_POS_Samp_07-01.mzXML,11442.G75259,2,0
NIST_POS_Samp_07-01.mzXML,11442.G75260,2,0
NIST_POS_Samp_07-01.mzXML,11442.G75261,9,0
NIST_POS_Samp_07-01.mzXML,11442.G75569,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75570,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75572,14,0
NIST_POS_Samp_07-01.mzXML,11442.G75573,30,0
NIST_POS_Samp_07-01.mzXML,11442.G75574,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75577,15,0
NIST_POS_Samp_07-01.mzXML,11442.G75590,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75611,13,0
NIST_POS_Samp_07-01.mzXML,11442.G75612,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75613,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75615,10,0
