filename,food_type,count,level
NIST_POS_Samp_07-01.mzXML,11442.G72657,10,0
NIST_POS_Samp_07-01.mzXML,11442.G72658,9,0
NIST_POS_Samp_07-01.mzXML,11442.G72663,17,0
NIST_POS_Samp_07-01.mzXML,11442.G72665,2,0
NIST_POS_Samp_07-01.mzXML,11442.G72666,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72669,12,0
NIST_POS_Samp_07-01.mzXML,11442.G72671,8,0
NIST_POS_Samp_07-01.mzXML,11442.G72672,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72673,6,0
NIST_POS_Samp_07-01.mzXML,11442.G72674,7,0
NIST_POS_Samp_07-01.mzXML,11442.G72675,28,0
NIST_POS_Samp_07-01.mzXML,11442.G72685,4,0
NIST_POS_Samp_07-01.mzXML,11442.G72696,6,0
NIST_POS_Samp_07-01.mzXML,11442.G72700,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72701,10,0
NIST_POS_Samp_07-01.mzXML,11442.G72707,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72708,6,0
NIST_POS_Samp_07-01.mzXML,11442.G72710,9,0
NIST_POS_Samp_07-01.mzXML,11442.G72711,4,0
NIST_POS_Samp_07-01.mzXML,11442.G72717,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72718,8,0
NIST_POS_Samp_07-01.mzXML,11442.G72719,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72725,8,0
NIST_POS_Samp_07-01.mzXML,11442.G72726,4,0
NIST_POS_Samp_07-01.mzXML,11442.G72732,4,0
NIST_POS_Samp_07-01.mzXML,11442.G72737,10,0
NIST_POS_Samp_07-01.mzXML,11442.G72738,4,0
NIST_POS_Samp_07-01.mzXML,11442.G72740,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72741,4,0
NIST_POS_Samp_07-01.mzXML,11442.G72742,3,0
NIST_POS_Samp_07-01.mzXML,11442.G72745,6,0
NIST_POS_Samp_07-01.mzXML,11442.G72746,4,0
NIST_POS_Samp_07-01.mzXML,11442.G72747,6,0
NIST_POS_Samp_07-01.mzXML,11442.G72750,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72751,2,0
NIST_POS_Samp_07-01.mzXML,11442.G72752,4,0
NIST_POS_Samp_07-01.mzXML,11442.G72753,11,0
NIST_POS_Samp_07-01.mzXML,11442.G72755,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72758,14,0
NIST_POS_Samp_07-01.mzXML,11442.G72759,16,0
NIST_POS_Samp_07-01.mzXML,11442.G72768,11,0
NIST_POS_Samp_07-01.mzXML,11442.G72772,3,0
NIST_POS_Samp_07-01.mzXML,11442.G72774,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72779,9,0
NIST_POS_Samp_07-01.mzXML,11442.G72787,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72788,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72790,4,0
NIST_POS_Samp_07-01.mzXML,11442.G72798,6,0
NIST_POS_Samp_07-01.mzXML,11442.G72799,6,0
NIST_POS_Samp_07-01.mzXML,11442.G72800,9,0
NIST_POS_Samp_07-01.mzXML,11442.G72801,4,0
NIST_POS_Samp_07-01.mzXML,11442.G72802,10,0
NIST_POS_Samp_07-01.mzXML,11442.G72803,5,0
NIST_POS_Samp_07-01.mzXML,11442.G72804,11,0
NIST_POS_Samp_07-01.mzXML,11442.G72805,12,0
NIST_POS_Samp_07-01.mzXML,11442.G72806,7,0
NIST_POS_Samp_07-01.mzXML,11442.G72820,10,0
NIST_POS_Samp_07-01.mzXML,11442.G72821,28,0
NIST_POS_Samp_07-01.mzXML,11442.G72822,33,0
NIST_POS_Samp_07-01.mzXML,11442.G72823,6,0
NIST_POS_Samp_07-01.mzXML,11442.G72827,7,0
NIST_POS_Samp_07-01.mzXML,11442.G72832,18,0
NIST_POS_Samp_07-01.mzXML,11442.G72835,17,0
NIST_POS_Samp_07-01.mzXML,11442.G73433,8,0
NIST_POS_Samp_07-01.mzXML,11442.G73434,4,0
NIST_POS_Samp_07-01.mzXML,11442.G73435,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73436,4,0
NIST_POS_Samp_07-01.mzXML,11442.G73437,2,0
NIST_POS_Samp_07-01.mzXML,11442.G73438,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73439,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73440,10,0
NIST_POS_Samp_07-01.mzXML,11442.G73441,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73442,2,0
NIST_POS_Samp_07-01.mzXML,11442.G73443,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73444,3,0
NIST_POS_Samp_07-01.mzXML,11442.G73445,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73446,3,0
NIST_POS_Samp_07-01.mzXML,11442.G73447,9,0
NIST_POS_Samp_07-01.mzXML,11442.G73448,3,0
NIST_POS_Samp_07-01.mzXML,11442.G73449,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73450,8,0
NIST_POS_Samp_07-01.mzXML,11442.G73451,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73452,53,0
NIST_POS_Samp_07-01.mzXML,11442.G73455,11,0
NIST_POS_Samp_07-01.mzXML,11442.G73457,11,0
NIST_POS_Samp_07-01.mzXML,11442.G73458,15,0
NIST_POS_Samp_07-01.mzXML,11442.G73459,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73473,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73475,16,0
NIST_POS_Samp_07-01.mzXML,11442.G73479,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73480,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73481,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73483,8,0
NIST_POS_Samp_07-01.mzXML,11442.G73489,2,0
NIST_POS_Samp_07-01.mzXML,11442.G73490,9,0
NIST_POS_Samp_07-01.mzXML,11442.G73500,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73509,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73517,12,0
NIST_POS_Samp_07-01.mzXML,11442.G73518,8,0
NIST_POS_Samp_07-01.mzXML,11442.G73635,13,0
NIST_POS_Samp_07-01.mzXML,11442.G73639,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73640,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73644,9,0
NIST_POS_Samp_07-01.mzXML,11442.G73645,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73646,4,0
NIST_POS_Samp_07-01.mzXML,11442.G73647,4,0
NIST_POS_Samp_07-01.mzXML,11442.G73653,17,0
NIST_POS_Samp_07-01.mzXML,11442.G73654,15,0
NIST_POS_Samp_07-01.mzXML,11442.G73655,8,0
NIST_POS_Samp_07-01.mzXML,11442.G73695,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73700,14,0
NIST_POS_Samp_07-01.mzXML,11442.G73701,14,0
NIST_POS_Samp_07-01.mzXML,11442.G73714,9,0
NIST_POS_Samp_07-01.mzXML,11442.G73717,4,0
NIST_POS_Samp_07-01.mzXML,11442.G73718,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73720,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73721,10,0
NIST_POS_Samp_07-01.mzXML,11442.G73723,9,0
NIST_POS_Samp_07-01.mzXML,11442.G73725,9,0
NIST_POS_Samp_07-01.mzXML,11442.G73729,11,0
NIST_POS_Samp_07-01.mzXML,11442.G73730,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73940,9,0
NIST_POS_Samp_07-01.mzXML,11442.G73941,4,0
NIST_POS_Samp_07-01.mzXML,11442.G73942,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73943,10,0
NIST_POS_Samp_07-01.mzXML,11442.G73945,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73946,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73947,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73948,8,0
NIST_POS_Samp_07-01.mzXML,11442.G73949,4,0
NIST_POS_Samp_07-01.mzXML,11442.G73950,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73951,5,0
NIST_POS_Samp_07-01.mzXML,11442.G73952,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73953,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73954,4,0
NIST_POS_Samp_07-01.mzXML,11442.G73980,6,0
NIST_POS_Samp_07-01.mzXML,11442.G73981,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73982,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73985,11,0
NIST_POS_Samp_07-01.mzXML,11442.G73989,3,0
NIST_POS_Samp_07-01.mzXML,11442.G73990,7,0
NIST_POS_Samp_07-01.mzXML,11442.G73996,4,0
NIST_POS_Samp_07-01.mzXML,11442.G74003,4,0
NIST_POS_Samp_07-01.mzXML,11442.G74004,7,0
NIST_POS_Samp_07-01.mzXML,11442.G74009,2,0
NIST_POS_Samp_07-01.mzXML,11442.G74010,6,0
NIST_POS_Samp_07-01.mzXML,11442.G74011,9,0
NIST_POS_Samp_07-01.mzXML,11442.G74015,9,0
NIST_POS_Samp_07-01.mzXML,11442.G74016,8,0
NIST_POS_Samp_07-01.mzXML,11442.G74018,8,0
NIST_POS_Samp_07-01.mzXML,11442.G74021,11,0
NIST_POS_Samp_07-01.mzXML,11442.G74027,6,0
NIST_POS_Samp_07-01.mzXML,11442.G74028,5,0
NIST_POS_Samp_07-01.mzXML,11442.G74041,7,0
NIST_POS_Samp_07-01.mzXML,11442.G74042,11,0
NIST_POS_Samp_07-01.mzXML,11442.G74043,4,0
NIST_POS_Samp_07-01.mzXML,11442.G74044,9,0
NIST_POS_Samp_07-01.mzXML,11442.G74046,5,0
NIST_POS_Samp_07-01.mzXML,11442.G74047,10,0
NIST_POS_Samp_07-01.mzXML,11442.G74048,6,0
NIST_POS_Samp_07-01.mzXML,11442.G74049,6,0
NIST_POS_Samp_07-01.mzXML,11442.G74050,19,0
NIST_POS_Samp_07-01.mzXML,11442.G74052,20,0
NIST_POS_Samp_07-01.mzXML,11442.G74053,6,0
NIST_POS_Samp_07-01.mzXML,11442.G74056,9,0
NIST_POS_Samp_07-01.mzXML,11442.G74063,5,0
NIST_POS_Samp_07-01.mzXML,11442.G74065,5,0
NIST_POS_Samp_07-01.mzXML,11442.G74067,12,0
NIST_POS_Samp_07-01.mzXML,11442.G74068,8,0
NIST_POS_Samp_07-01.mzXML,11442.G74069,26,0
NIST_POS_Samp_07-01.mzXML,11442.G74073,6,0
NIST_POS_Samp_07-01.mzXML,11442.G74075,13,0
NIST_POS_Samp_07-01.mzXML,11442.G74088,16,0
NIST_POS_Samp_07-01.mzXML,11442.G74112,8,0
NIST_POS_Samp_07-01.mzXML,11442.G74118,5,0
NIST_POS_Samp_07-01.mzXML,11442.G74121,9,0
NIST_POS_Samp_07-01.mzXML,11442.G74122,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75069,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75070,14,0
NIST_POS_Samp_07-01.mzXML,11442.G75071,12,0
NIST_POS_Samp_07-01.mzXML,11442.G75072,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75077,3,0
NIST_POS_Samp_07-01.mzXML,11442.G75081,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75082,14,0
NIST_POS_Samp_07-01.mzXML,11442.G75083,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75084,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75085,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75086,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75087,16,0
NIST_POS_Samp_07-01.mzXML,11442.G75088,17,0
NIST_POS_Samp_07-01.mzXML,11442.G75089,11,0
NIST_POS_Samp_07-01.mzXML,11442.G75091,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75092,28,0
NIST_POS_Samp_07-01.mzXML,11442.G75093,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75094,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75095,12,0
NIST_POS_Samp_07-01.mzXML,11442.G75097,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75112,25,0
NIST_POS_Samp_07-01.mzXML,11442.G75125,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75126,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75127,17,0
NIST_POS_Samp_07-01.mzXML,11442.G75128,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75129,18,0
NIST_POS_Samp_07-01.mzXML,11442.G75130,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75131,12,0
NIST_POS_Samp_07-01.mzXML,11442.G75132,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75133,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75134,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75135,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75138,10,0
NIST_POS_Samp_07-01.mzXML,11442.G75139,10,0
NIST_POS_Samp_07-01.mzXML,11442.G75140,15,0
NIST_POS_Samp_07-01.mzXML,11442.G75141,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75142,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75143,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75159,2,0
NIST_POS_Samp_07-01.mzXML,11442.G75160,10,0
NIST_POS_Samp_07-01.mzXML,11442.G75162,3,0
NIST_POS_Samp_07-01.mzXML,11442.G75163,3,0
NIST_POS_Samp_07-01.mzXML,11442.G75166,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75167,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75168,9,0
NIST_POS_Samp_07-01.mzXML,11442.G75169,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75172,3,0
NIST_POS_Samp_07-01.mzXML,11442.G75173,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75174,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75175,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75176,3,0
NIST_POS_Samp_07-01.mzXML,11442.G75177,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75178,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75179,3,0
NIST_POS_Samp_07-01.mzXML,11442.G75180,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75181,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75182,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75183,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75184,2,0
NIST_POS_Samp_07-01.mzXML,11442.G75185,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75186,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75187,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75188,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75189,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75190,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75191,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75192,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75193,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75194,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75195,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75196,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75197,2,0
NIST_POS_Samp_07-01.mzXML,11442.G75198,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75199,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75200,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75201,9,0
NIST_POS_Samp_07-01.mzXML,11442.G75202,10,0
NIST_POS_Samp_07-01.mzXML,11442.G75203,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75204,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75205,3,0
NIST_POS_Samp_07-01.mzXML,11442.G75206,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75207,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75208,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75209,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75210,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75211,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75212,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75213,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75222,18,0
NIST_POS_Samp_07-01.mzXML,11442.G75245,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75247,13,0
NIST_POS_Samp_07-01.mzXML,11442.G75252,16,0
NIST_POS_Samp_07-01.mzXML,11442.G75257,31,0
NIST_POS_Samp_07-01.mzXML,11442.G75258,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75262,12,0
NIST_POS_Samp_07-01.mzXML,11442.G75263,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75264,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75571,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75575,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75576,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75578,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75580,10,0
NIST_POS_Samp_07-01.mzXML,11442.G75581,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75582,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75583,12,0
NIST_POS_Samp_07-01.mzXML,11442.G75584,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75585,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75586,14,0
NIST_POS_Samp_07-01.mzXML,11442.G75587,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75588,9,0
NIST_POS_Samp_07-01.mzXML,11442.G75589,9,0
NIST_POS_Samp_07-01.mzXML,11442.G75591,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75634,3,0
NIST_POS_Samp_07-01.mzXML,11442.G75636,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75637,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75647,9,0
NIST_POS_Samp_07-01.mzXML,11442.G75649,10,0
NIST_POS_Samp_07-01.mzXML,11442.G75653,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75656,16,0
NIST_POS_Samp_07-01.mzXML,11442.G75659,9,0
NIST_POS_Samp_07-01.mzXML,11442.G75660,10,0
NIST_POS_Samp_07-01.mzXML,11442.G75671,10,0
NIST_POS_Samp_07-01.mzXML,11442.G75673,13,0
NIST_POS_Samp_07-01.mzXML,11442.G75674,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75675,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75676,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75685,12,0
NIST_POS_Samp_07-01.mzXML,11442.G75686,10,0
NIST_POS_Samp_07-01.mzXML,11442.G75687,47,0
NIST_POS_Samp_07-01.mzXML,11442.G75693,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75694,9,0
NIST_POS_Samp_07-01.mzXML,11442.G75695,9,0
NIST_POS_Samp_07-01.mzXML,11442.G75696,12,0
NIST_POS_Samp_07-01.mzXML,11442.G75697,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75698,9,0
NIST_POS_Samp_07-01.mzXML,11442.G75699,24,0
NIST_POS_Samp_07-01.mzXML,11442.G75700,12,0
NIST_POS_Samp_07-01.mzXML,11442.G75701,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75702,12,0
NIST_POS_Samp_07-01.mzXML,11442.G75703,9,0
NIST_POS_Samp_07-01.mzXML,11442.G75704,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75705,10,0
NIST_POS_Samp_07-01.mzXML,11442.G75706,10,0
NIST_POS_Samp_07-01.mzXML,11442.G75707,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75708,12,0
NIST_POS_Samp_07-01.mzXML,11442.G75709,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75710,9,0
NIST_POS_Samp_07-01.mzXML,11442.G75711,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75712,10,0
NIST_POS_Samp_07-01.mzXML,11442.G75713,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75714,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75716,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75717,9,0
NIST_POS_Samp_07-01.mzXML,11442.G75727,32,0
NIST_POS_Samp_07-01.mzXML,11442.G75746,10,0
NIST_POS_Samp_07-01.mzXML,11442.G75748,11,0
NIST_POS_Samp_07-01.mzXML,11442.G75751,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75756,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75763,15,0
NIST_POS_Samp_07-01.mzXML,11442.G75764,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75765,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75777,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75778,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75779,34,0
NIST_POS_Samp_07-01.mzXML,11442.G75780,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75784,16,0
NIST_POS_Samp_07-01.mzXML,11442.G75785,10,0
NIST_POS_Samp_07-01.mzXML,11442.G75786,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75787,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75788,9,0
NIST_POS_Samp_07-01.mzXML,11442.G75789,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75790,9,0
NIST_POS_Samp_07-01.mzXML,11442.G75791,16,0
NIST_POS_Samp_07-01.mzXML,11442.G75792,42,0
NIST_POS_Samp_07-01.mzXML,11442.G75793,20,0
NIST_POS_Samp_07-01.mzXML,11442.G75794,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75795,9,0
NIST_POS_Samp_07-01.mzXML,11442.G75796,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75797,31,0
NIST_POS_Samp_07-01.mzXML,11442.G75798,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75799,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75816,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75817,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75819,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75820,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75821,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75822,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75823,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75829,9,0
NIST_POS_Samp_07-01.mzXML,11442.G75830,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75831,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75832,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75833,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75834,4,0
NIST_POS_Samp_07-01.mzXML,11442.G75835,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75836,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75838,2,0
NIST_POS_Samp_07-01.mzXML,11442.G75839,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75840,3,0
NIST_POS_Samp_07-01.mzXML,11442.G75842,9,0
NIST_POS_Samp_07-01.mzXML,11442.G75843,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75844,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75845,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75848,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75849,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75850,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75851,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75852,8,0
NIST_POS_Samp_07-01.mzXML,11442.G75854,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75855,6,0
NIST_POS_Samp_07-01.mzXML,11442.G75856,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75857,5,0
NIST_POS_Samp_07-01.mzXML,11442.G75859,7,0
NIST_POS_Samp_07-01.mzXML,11442.G75862,13,0
NIST_POS_Samp_07-01.mzXML,11442.G75865,3,0
NIST_POS_Samp_07-01.mzXML,11442.G75866,7,0
NIST_POS_Samp_07-01.mzXML,11442.G78802,5,0
NIST_POS_Samp_07-01.mzXML,11442.G78803,6,0
NIST_POS_Samp_07-01.mzXML,11442.G78806,9,0
NIST_POS_Samp_07-01.mzXML,11442.G78807,8,0
NIST_POS_Samp_07-01.mzXML,11442.G78808,3,0
NIST_POS_Samp_07-01.mzXML,11442.G78810,8,0
NIST_POS_Samp_07-01.mzXML,11442.G78811,11,0
NIST_POS_Samp_07-01.mzXML,11442.G78812,1,0
NIST_POS_Samp_07-01.mzXML,11442.G78813,6,0
NIST_POS_Samp_07-01.mzXML,11442.G78814,3,0
NIST_POS_Samp_07-01.mzXML,11442.G78815,4,0
NIST_POS_Samp_07-01.mzXML,11442.G78816,4,0
NIST_POS_Samp_07-01.mzXML,11442.G78817,5,0
NIST_POS_Samp_07-01.mzXML,11442.G78829,8,0
NIST_POS_Samp_07-01.mzXML,11442.G78830,5,0
NIST_POS_Samp_07-01.mzXML,11442.G78831,6,0
NIST_POS_Samp_07-01.mzXML,11442.G78832,4,0
